customer_id,signup_date,snapshot_date,plan_type,plan_price,city,tenure_months,tenure_days,logins_last_7d,logins_last_30d,logins_per_month_avg,orders_total,orders_last_30d,avg_order_value,total_spend,support_tickets_total,support_tickets_last_30d,items_skipped_total,items_skipped_last_3_boxes,nps_score,days_since_last_login,days_since_last_order,churn_30d,churn_date,cancel_reason
SC-103010,2023-09-24,2024-01-15,basic,29.99,Houston,3.8,113,2,6,5,4,0,56.52,226.09,0,0,0,0,2.0,9,7,0,,
SC-103011,2022-11-24,2024-01-15,premium,49.99,San Jose,13.9,417,0,6,2,29,1,40.55,1176.06,1,0,1,0,10.0,25,29,0,,
SC-103012,2022-06-23,2024-01-15,premium,49.99,Houston,19.0,571,0,8,4,37,1,30.89,1142.99,2,1,1,0,9.0,8,31,0,,
SC-103013,2023-06-30,2024-01-15,basic,29.99,Los Angeles,6.6,199,1,5,11,6,3,52.67,316.02,2,1,1,0,10.0,11,10,0,,
SC-103014,2023-11-01,2024-01-15,premium,49.99,Chicago,2.5,75,1,4,3,6,0,67.59,405.51,0,1,0,0,8.0,9,3,0,,
SC-103015,2023-11-25,2024-01-15,basic,29.99,Houston,1.7,51,1,10,7,1,1,35.53,35.53,1,0,0,0,8.0,10,22,0,,
SC-103016,2023-11-29,2024-01-15,basic,29.99,Los Angeles,1.6,47,1,2,4,1,0,52.76,52.76,0,0,0,0,1.0,39,47,1,2024-01-25,too_expensive
SC-103017,2023-08-08,2024-01-15,premium,49.99,Phoenix,5.3,160,4,4,8,4,0,32.64,130.57,0,0,0,0,,1,34,0,,
SC-103018,2023-12-22,2024-01-15,basic,29.99,Boston,0.8,24,1,4,4,2,2,26.78,53.56,0,0,0,2,,10,3,0,,
SC-103019,2023-07-21,2024-01-15,basic,29.99,Phoenix,5.9,178,2,1,3,6,2,34.49,206.92,0,1,0,0,,4,42,0,,
SC-103020,2023-09-28,2024-01-15,family,79.99,Austin,3.6,109,2,5,3,4,0,38.08,152.34,1,0,0,1,3.0,18,40,0,,
SC-103021,2023-12-27,2024-01-15,premium,49.99,Chicago,0.6,19,4,10,11,0,1,106.99,0.0,0,0,0,0,5.0,1,6,0,,
SC-103022,2023-03-16,2024-01-15,basic,29.99,San Jose,10.2,305,2,4,2,9,2,32.81,295.26,1,0,0,0,8.0,1,4,0,,
SC-103023,2023-08-13,2024-01-15,premium,49.99,Boston,5.2,155,0,0,1,4,1,28.42,113.66,5,1,0,0,1.0,17,6,1,2024-02-08,quality_issues
SC-103024,2023-03-17,2024-01-15,premium,49.99,Austin,10.1,304,2,11,7,8,2,36.91,295.31,2,0,0,0,,9,5,0,,
SC-103025,2023-07-24,2024-01-15,basic,29.99,Seattle,5.8,175,0,4,2,6,2,23.43,140.59,3,0,0,0,6.0,10,12,0,,
SC-103026,2022-01-01,2024-01-15,basic,29.99,Houston,24.8,744,1,7,7,23,0,37.77,868.61,4,0,5,0,7.0,0,5,0,,
SC-103027,2022-01-01,2024-01-15,premium,49.99,Philadelphia,24.8,744,1,7,9,162,1,71.31,11552.6,5,0,2,0,9.0,10,1,0,,
SC-103028,2023-11-18,2024-01-15,basic,29.99,San Diego,1.9,58,0,3,10,2,1,38.33,76.67,0,1,1,0,5.0,1,27,0,,
SC-103029,2023-07-28,2024-01-15,basic,29.99,Phoenix,5.7,171,1,5,4,6,0,37.95,227.68,0,0,0,0,10.0,6,42,0,,
SC-103030,2023-10-08,2024-01-15,premium,49.99,Denver,3.3,99,1,5,7,2,1,43.93,87.85,1,0,1,1,3.0,6,11,0,,
SC-103031,2023-11-25,2024-01-15,basic,29.99,San Jose,1.7,51,2,4,7,1,0,28.75,28.75,0,3,0,0,1.0,1,26,0,,
SC-103032,2023-07-28,2024-01-15,premium,49.99,Phoenix,5.7,171,2,9,6,5,0,59.28,296.38,2,0,0,0,9.0,11,9,0,,
SC-103033,2023-11-11,2024-01-15,basic,29.99,Seattle,2.2,65,4,3,4,1,0,114.54,114.54,1,0,0,0,8.0,0,56,0,,
SC-103034,2023-08-18,2024-01-15,basic,29.99,Phoenix,5.0,150,2,3,7,17,3,28.96,492.24,1,0,1,0,2.0,4,20,0,,
SC-103035,2022-01-01,2024-01-15,basic,29.99,San Jose,24.8,744,2,9,7,21,0,110.74,2325.62,8,1,3,0,4.0,2,6,0,,
SC-103036,2023-06-14,2024-01-15,basic,29.99,Philadelphia,7.2,215,2,1,8,7,1,16.63,116.39,0,0,0,0,5.0,2,91,0,,
SC-103037,2022-09-18,2024-01-15,basic,29.99,Chicago,16.1,484,1,5,4,14,0,32.41,453.68,5,1,2,0,10.0,25,11,0,,
SC-103038,2022-01-01,2024-01-15,premium,49.99,Portland,24.8,744,0,5,2,52,0,35.3,1835.54,8,0,1,0,6.0,1,17,0,,
SC-103039,2023-06-20,2024-01-15,family,79.99,New York,7.0,209,2,7,8,12,2,40.78,489.31,0,1,0,0,7.0,0,15,0,,
SC-103040,2022-05-07,2024-01-15,basic,29.99,Seattle,20.6,618,1,7,8,24,1,34.73,833.49,1,0,0,0,8.0,6,7,0,,
SC-103041,2023-11-14,2024-01-15,premium,49.99,Phoenix,2.1,62,2,3,2,2,0,35.42,70.85,2,2,0,1,3.0,10,49,1,2024-01-19,found_alternative
SC-103042,2023-08-19,2024-01-15,basic,29.99,Dallas,5.0,149,2,2,6,5,2,40.71,203.55,1,0,0,0,5.0,1,17,0,,
SC-103043,2022-06-27,2024-01-15,basic,29.99,Dallas,18.9,567,0,6,4,35,0,41.76,1461.53,0,0,1,0,8.0,5,34,0,,
SC-103044,2022-08-08,2024-01-15,basic,29.99,Dallas,17.5,525,1,1,0,15,0,25.93,388.99,11,1,1,1,5.0,4,0,1,2024-01-31,found_alternative
SC-103045,2023-01-07,2024-01-15,family,79.99,Portland,12.4,373,0,7,10,20,2,55.07,1101.31,7,0,1,1,10.0,2,56,0,,
SC-103046,2023-02-12,2024-01-15,family,79.99,Los Angeles,11.2,337,0,2,3,10,0,81.31,813.07,4,0,4,2,3.0,18,59,1,2024-01-24,not_using
SC-103047,2023-06-24,2024-01-15,premium,49.99,Boston,6.8,205,3,3,2,5,2,38.25,191.27,3,1,0,0,10.0,4,13,0,,
SC-103048,2023-11-14,2024-01-15,basic,29.99,San Antonio,2.1,62,3,4,10,7,0,72.87,510.1,0,0,0,0,,2,2,0,,
SC-103049,2023-03-12,2024-01-15,basic,29.99,Philadelphia,10.3,309,2,6,4,9,3,36.01,324.07,5,1,3,0,3.0,6,6,0,,
SC-103050,2023-05-19,2024-01-15,family,79.99,Phoenix,8.0,241,3,10,2,6,1,46.02,276.13,2,0,3,0,10.0,10,58,0,,
SC-103051,2023-11-02,2024-01-15,premium,49.99,San Antonio,2.5,74,4,2,3,2,1,51.32,102.64,1,0,0,0,7.0,11,14,0,,
SC-103052,2023-11-02,2024-01-15,basic,29.99,Chicago,2.5,74,0,6,1,2,5,25.34,50.67,0,0,1,0,7.0,5,28,0,,
SC-103053,2023-09-20,2024-01-15,basic,29.99,Seattle,3.9,117,0,8,6,3,1,38.32,114.96,0,0,0,0,,9,16,0,,
SC-103054,2023-01-03,2024-01-15,basic,29.99,Portland,12.6,377,1,6,6,10,1,69.06,690.56,0,0,3,0,3.0,2,61,0,,
SC-103055,2022-05-03,2024-01-15,premium,49.99,Seattle,20.7,622,3,3,6,22,1,76.72,1687.87,1,1,1,0,1.0,4,92,0,,
SC-103056,2023-12-27,2024-01-15,basic,29.99,Phoenix,0.6,19,0,3,5,1,1,47.78,47.78,0,1,0,1,6.0,4,1,0,,
SC-103057,2022-01-01,2024-01-15,family,79.99,San Jose,24.8,744,1,5,1,45,0,53.25,2396.07,4,0,1,0,4.0,27,18,0,,
SC-103058,2023-06-14,2024-01-15,basic,29.99,Phoenix,7.2,215,1,3,5,16,1,55.65,890.46,3,0,0,0,2.0,8,48,0,,
SC-103059,2023-12-29,2024-01-15,premium,49.99,Philadelphia,0.6,17,0,0,0,0,0,56.7,0.0,0,2,0,1,3.0,14,17,1,2024-01-23,moving
SC-103060,2023-09-30,2024-01-15,basic,29.99,Dallas,3.6,107,0,10,4,3,1,39.92,119.76,0,0,0,0,,1,2,0,,
SC-103061,2022-09-07,2024-01-15,basic,29.99,Boston,16.5,495,3,5,5,31,0,46.42,1438.87,4,0,0,0,,7,16,0,,
SC-103062,2023-02-10,2024-01-15,basic,29.99,Seattle,11.3,339,2,2,3,39,0,32.69,1274.95,3,0,1,0,7.0,1,23,0,,
SC-103063,2022-12-16,2024-01-15,basic,29.99,Philadelphia,13.2,395,1,6,5,12,0,67.32,807.86,1,0,1,0,8.0,10,5,0,,
SC-103064,2024-01-03,2024-01-15,basic,29.99,Denver,0.4,12,0,4,2,0,0,40.33,0.0,0,2,0,1,8.0,12,12,1,2024-02-06,not_using
SC-103065,2023-10-14,2024-01-15,premium,49.99,Phoenix,3.1,93,0,9,7,2,2,57.25,114.5,2,1,0,0,7.0,5,45,0,,
SC-103066,2023-10-03,2024-01-15,premium,49.99,Boston,3.5,104,4,4,5,3,2,29.38,88.15,0,0,1,0,10.0,2,8,0,,
SC-103067,2023-05-06,2024-01-15,premium,49.99,Chicago,8.5,254,1,4,6,8,0,57.15,457.22,0,0,0,0,10.0,6,101,0,,
SC-103068,2022-10-26,2024-01-15,basic,29.99,San Jose,14.9,446,3,2,7,29,0,92.06,2669.63,11,1,2,0,,8,9,1,2024-02-14,found_alternative
SC-103069,2022-01-01,2024-01-15,premium,49.99,Chicago,24.8,744,1,6,6,28,0,73.27,2051.48,2,1,1,0,10.0,2,38,0,,
SC-103070,2023-11-12,2024-01-15,basic,29.99,San Jose,2.1,64,0,1,2,2,1,28.38,56.76,1,2,0,0,3.0,2,14,1,2024-01-30,found_alternative
SC-103071,2023-09-16,2024-01-15,premium,49.99,Portland,4.0,121,1,5,5,4,2,41.55,166.2,1,0,0,0,10.0,11,1,0,,
SC-103072,2023-07-23,2024-01-15,premium,49.99,Chicago,5.9,176,3,6,4,5,1,32.08,160.42,0,0,0,0,,10,25,0,,
SC-103073,2022-03-15,2024-01-15,premium,49.99,San Diego,22.4,671,2,4,9,70,0,50.85,3559.75,2,0,2,0,7.0,10,55,0,,
SC-103074,2023-08-18,2024-01-15,basic,29.99,Boston,5.0,150,1,1,3,4,0,43.71,174.84,0,0,1,0,3.0,18,24,0,,
SC-103075,2023-09-28,2024-01-15,basic,29.99,Houston,3.6,109,2,9,6,4,3,38.0,152.02,0,1,0,0,,2,0,0,,
SC-103076,2023-09-22,2024-01-15,family,79.99,Seattle,3.8,115,1,6,4,4,1,54.97,219.88,0,1,0,0,,21,69,0,,
SC-103077,2023-07-10,2024-01-15,basic,29.99,Dallas,6.3,189,2,4,10,5,0,34.62,173.12,0,0,1,0,8.0,6,17,0,,
SC-103078,2023-10-14,2024-01-15,basic,29.99,Denver,3.1,93,4,5,3,2,1,21.29,42.58,0,0,0,0,5.0,16,18,0,,
SC-103079,2023-06-28,2024-01-15,premium,49.99,San Jose,6.7,201,1,11,7,10,1,43.46,434.64,0,0,0,0,5.0,4,20,0,,
SC-103080,2023-01-12,2024-01-15,premium,49.99,Austin,12.3,368,4,11,9,12,0,54.31,651.71,0,0,0,0,,1,24,0,,
SC-103081,2022-06-25,2024-01-15,basic,29.99,Philadelphia,19.0,569,0,3,4,19,2,30.61,581.5,2,0,1,0,10.0,25,26,0,,
SC-103082,2022-07-07,2024-01-15,basic,29.99,Houston,18.6,557,1,3,4,16,0,30.32,485.14,4,0,2,0,8.0,15,25,0,,
SC-103083,2023-05-22,2024-01-15,basic,29.99,San Jose,7.9,238,0,2,6,8,0,38.41,307.32,1,0,2,0,,3,1,0,,
SC-103084,2023-08-11,2024-01-15,basic,29.99,Philadelphia,5.2,157,1,4,4,6,0,39.85,239.11,1,1,2,0,9.0,17,34,0,,
SC-103085,2023-07-12,2024-01-15,basic,29.99,Portland,6.2,187,2,6,3,17,1,35.69,606.78,0,0,0,0,8.0,3,14,0,,
SC-103086,2023-05-08,2024-01-15,premium,49.99,Houston,8.4,252,2,4,10,8,1,56.32,450.52,0,1,1,0,8.0,1,0,0,,
SC-103087,2022-01-01,2024-01-15,basic,29.99,San Jose,24.8,744,3,4,9,29,1,40.74,1181.36,4,1,1,0,8.0,5,6,0,,
SC-103088,2022-11-24,2024-01-15,basic,29.99,San Antonio,13.9,417,2,6,7,32,2,26.43,845.85,7,0,0,0,,2,62,0,,
SC-103089,2023-11-30,2024-01-15,basic,29.99,Portland,1.5,46,2,4,9,1,1,80.0,80.0,0,0,0,0,,6,6,0,,
SC-103090,2023-11-12,2024-01-15,basic,29.99,Denver,2.1,64,4,5,11,2,1,22.61,45.21,0,0,1,0,9.0,0,11,0,,
SC-103091,2022-01-01,2024-01-15,basic,29.99,Los Angeles,24.8,744,2,3,1,113,1,34.57,3905.92,11,0,0,0,6.0,15,13,0,,
SC-103092,2023-03-01,2024-01-15,basic,29.99,Austin,10.7,320,1,7,5,8,0,34.46,275.72,1,0,0,0,8.0,6,6,0,,
SC-103093,2023-04-09,2024-01-15,premium,49.99,San Antonio,9.4,281,0,1,8,9,1,109.08,981.76,3,0,0,0,6.0,35,2,0,,
SC-103094,2023-09-01,2024-01-15,premium,49.99,Phoenix,4.5,136,1,5,7,3,0,47.59,142.78,0,0,0,0,3.0,0,0,0,,
SC-103095,2023-01-27,2024-01-15,premium,49.99,Boston,11.8,353,0,8,3,9,0,55.6,500.36,3,1,2,1,9.0,19,32,0,,
SC-103096,2023-04-18,2024-01-15,basic,29.99,New York,9.1,272,0,6,3,16,0,57.91,926.55,2,0,0,1,5.0,17,116,0,,
SC-103097,2023-04-02,2024-01-15,basic,29.99,San Antonio,9.6,288,1,7,8,8,0,62.95,503.59,3,0,0,0,7.0,22,14,0,,
SC-103098,2022-12-19,2024-01-15,family,79.99,San Diego,13.1,392,1,10,3,13,0,29.51,383.59,4,0,1,0,,0,68,0,,
SC-103099,2023-09-06,2024-01-15,family,79.99,San Jose,4.4,131,1,4,4,5,1,38.87,194.33,0,0,1,0,8.0,1,2,0,,
SC-103100,2023-07-01,2024-01-15,premium,49.99,Dallas,6.6,198,0,4,8,6,1,29.73,178.4,1,0,1,1,10.0,29,15,0,,
SC-103101,2023-08-20,2024-01-15,premium,49.99,Dallas,4.9,148,4,6,7,4,1,67.73,270.92,1,1,0,0,9.0,2,22,0,,
SC-103102,2022-12-14,2024-01-15,premium,49.99,Los Angeles,13.2,397,1,6,7,11,1,42.37,466.05,5,0,2,0,8.0,0,10,0,,
SC-103103,2023-01-08,2024-01-15,premium,49.99,Los Angeles,12.4,372,1,7,3,10,2,71.47,714.66,4,0,0,0,5.0,1,73,0,,
SC-103104,2022-05-02,2024-01-15,basic,29.99,San Antonio,20.8,623,0,4,6,63,1,47.09,2966.61,6,0,0,0,7.0,1,14,0,,
SC-103105,2022-01-01,2024-01-15,premium,49.99,Chicago,24.8,744,2,0,2,22,2,57.97,1275.28,5,1,1,0,4.0,24,8,0,,
SC-103106,2023-03-20,2024-01-15,basic,29.99,San Antonio,10.0,301,5,7,9,22,0,30.17,663.67,0,0,1,1,9.0,3,1,0,,
SC-103107,2022-12-30,2024-01-15,premium,49.99,San Diego,12.7,381,1,3,7,13,2,59.15,768.89,3,0,1,0,9.0,19,34,0,,
SC-103108,2023-09-26,2024-01-15,basic,29.99,Dallas,3.7,111,1,8,11,3,1,67.71,203.12,0,0,0,0,7.0,9,12,0,,
SC-103109,2023-08-21,2024-01-15,basic,29.99,Philadelphia,4.9,147,1,0,3,4,1,36.86,147.44,7,1,0,0,,8,41,1,2024-02-01,too_expensive
SC-103110,2023-04-15,2024-01-15,premium,49.99,Philadelphia,9.2,275,0,3,10,8,1,55.2,441.6,5,0,0,0,10.0,12,11,0,,
SC-103111,2022-10-08,2024-01-15,basic,29.99,Chicago,15.5,464,1,6,3,18,0,39.48,710.58,9,0,1,1,8.0,3,24,0,,
SC-103112,2023-05-24,2024-01-15,basic,29.99,Phoenix,7.9,236,1,5,9,15,0,52.97,794.57,0,0,0,0,9.0,2,13,0,,
SC-103113,2023-07-30,2024-01-15,premium,49.99,Denver,5.6,169,1,8,3,10,0,22.24,222.36,0,1,0,0,8.0,1,3,0,,
SC-103114,2023-04-22,2024-01-15,basic,29.99,Phoenix,8.9,268,1,9,2,9,0,23.73,213.56,2,0,0,0,10.0,3,4,0,,
SC-103115,2022-06-15,2024-01-15,basic,29.99,Portland,19.3,579,1,11,6,16,0,35.03,560.41,1,0,0,0,8.0,6,4,0,,
SC-103116,2022-10-09,2024-01-15,basic,29.99,San Jose,15.4,463,0,5,2,18,0,29.08,523.52,12,4,2,1,7.0,2,166,1,2024-01-25,too_expensive
SC-103117,2023-10-21,2024-01-15,premium,49.99,Portland,2.9,86,1,11,7,2,1,56.93,113.86,1,0,0,0,8.0,0,2,0,,
SC-103118,2023-09-14,2024-01-15,basic,29.99,Denver,4.1,123,1,4,8,4,1,26.04,104.16,1,0,0,1,7.0,1,33,0,,
SC-103119,2023-09-22,2024-01-15,basic,29.99,San Jose,3.8,115,1,3,8,6,0,42.08,252.49,1,0,0,0,4.0,6,37,0,,
SC-103120,2023-02-16,2024-01-15,basic,29.99,Dallas,11.1,333,2,6,5,11,1,27.48,302.26,3,0,2,0,9.0,2,3,0,,
SC-103121,2023-10-08,2024-01-15,premium,49.99,Phoenix,3.3,99,0,11,6,3,0,47.09,141.28,1,0,0,0,10.0,16,17,0,,
SC-103122,2023-12-19,2024-01-15,premium,49.99,Denver,0.9,27,1,2,2,0,1,44.29,0.0,0,0,1,0,6.0,0,8,0,,
SC-103123,2024-01-05,2024-01-15,premium,49.99,Dallas,0.3,10,0,5,3,0,1,33.55,0.0,0,0,0,0,,5,3,0,,
SC-103124,2023-05-28,2024-01-15,basic,29.99,Portland,7.7,232,0,2,4,7,0,76.36,534.54,0,0,1,0,7.0,4,4,0,,
SC-103125,2023-10-29,2024-01-15,premium,49.99,Phoenix,2.6,78,0,3,2,2,0,45.37,90.74,2,0,0,0,,26,3,1,2024-01-23,found_alternative
SC-103126,2023-11-14,2024-01-15,basic,29.99,Portland,2.1,62,0,3,2,1,0,50.63,50.63,0,1,1,0,,8,15,0,,
SC-103127,2023-08-17,2024-01-15,basic,29.99,Los Angeles,5.0,151,1,4,4,12,2,47.53,570.41,2,1,1,0,10.0,12,16,0,,
SC-103128,2023-08-30,2024-01-15,premium,49.99,Seattle,4.6,138,0,3,6,5,1,37.38,186.89,0,1,1,0,6.0,6,17,0,,
SC-103129,2024-01-13,2024-01-15,family,79.99,Boston,0.1,2,2,5,8,0,2,107.33,0.0,0,2,0,0,8.0,2,2,0,,
SC-103130,2023-12-08,2024-01-15,basic,29.99,Houston,1.3,38,2,7,5,1,0,31.64,31.64,0,0,0,0,8.0,12,14,0,,
SC-103131,2023-09-24,2024-01-15,family,79.99,New York,3.8,113,0,4,3,3,1,45.64,136.91,1,1,0,0,2.0,11,8,1,2024-02-12,found_alternative
SC-103132,2023-12-15,2024-01-15,premium,49.99,Dallas,1.0,31,3,7,13,1,2,53.03,53.03,0,0,0,0,10.0,2,2,0,,
SC-103133,2022-12-06,2024-01-15,premium,49.99,Philadelphia,13.5,405,1,5,5,14,1,78.94,1105.22,0,0,0,0,,0,37,0,,
SC-103134,2023-01-26,2024-01-15,family,79.99,Houston,11.8,354,3,4,4,14,2,52.98,741.7,1,0,0,0,8.0,17,44,0,,
SC-103135,2023-05-05,2024-01-15,premium,49.99,Dallas,8.5,255,1,6,2,8,0,56.64,453.14,5,0,3,0,3.0,2,36,0,,
SC-103136,2023-04-04,2024-01-15,family,79.99,New York,9.5,286,0,2,6,10,1,57.16,571.62,0,0,0,0,8.0,1,8,0,,
SC-103137,2022-11-17,2024-01-15,basic,29.99,Boston,14.1,424,1,8,7,15,1,33.89,508.32,4,0,2,0,8.0,7,20,0,,
SC-103138,2023-11-14,2024-01-15,basic,29.99,San Jose,2.1,62,1,5,5,3,1,41.06,123.18,1,1,0,1,7.0,11,2,0,,
SC-103139,2023-11-27,2024-01-15,basic,29.99,Seattle,1.6,49,0,2,6,3,2,126.93,380.79,0,2,0,0,10.0,3,21,0,,
SC-103140,2023-11-10,2024-01-15,premium,49.99,Houston,2.2,66,3,6,6,2,1,35.67,71.34,2,1,0,0,10.0,6,54,0,,
SC-103141,2023-07-30,2024-01-15,premium,49.99,Dallas,5.6,169,2,3,3,5,0,44.13,220.64,1,0,0,0,,2,56,0,,
SC-103142,2022-01-01,2024-01-15,family,79.99,San Antonio,24.8,744,1,5,5,82,1,44.51,3649.44,8,0,2,0,,3,6,0,,
SC-103143,2022-10-27,2024-01-15,premium,49.99,Chicago,14.8,445,0,2,0,11,1,64.56,710.2,7,2,2,2,4.0,25,101,1,2024-01-24,quality_issues
SC-103144,2024-01-11,2024-01-15,family,79.99,Chicago,0.1,4,0,8,4,0,2,71.5,0.0,0,1,0,1,5.0,4,4,0,,
SC-103145,2023-10-05,2024-01-15,premium,49.99,Phoenix,3.4,102,1,6,8,3,0,110.27,330.8,0,0,0,0,,6,12,0,,
SC-103146,2023-10-17,2024-01-15,basic,29.99,Portland,3.0,90,0,6,4,3,2,44.3,132.9,1,1,0,0,8.0,3,20,0,,
SC-103147,2022-11-01,2024-01-15,basic,29.99,Chicago,14.7,440,1,6,7,12,1,20.35,244.15,2,1,0,1,,7,37,0,,
SC-103148,2023-06-11,2024-01-15,basic,29.99,Dallas,7.3,218,1,1,4,5,2,58.53,292.63,1,1,0,0,,0,12,0,,
SC-103149,2022-01-01,2024-01-15,family,79.99,New York,24.8,744,0,6,4,25,3,28.82,720.51,10,1,4,0,4.0,1,22,0,,
SC-103150,2022-07-19,2024-01-15,basic,29.99,New York,18.2,545,0,2,7,40,0,51.52,2060.75,1,0,2,1,10.0,1,15,0,,
SC-103151,2023-08-13,2024-01-15,basic,29.99,New York,5.2,155,1,9,5,5,3,43.11,215.57,0,1,0,1,9.0,16,33,0,,
SC-103152,2023-09-09,2024-01-15,basic,29.99,New York,4.3,128,1,4,5,3,2,22.45,67.35,0,0,0,0,7.0,3,13,0,,
SC-103153,2022-01-01,2024-01-15,premium,49.99,Denver,24.8,744,2,5,4,40,0,38.98,1559.24,4,0,0,0,,0,23,0,,
SC-103154,2023-10-05,2024-01-15,premium,49.99,Portland,3.4,102,1,7,3,8,1,93.56,748.5,1,0,1,0,8.0,2,2,0,,
SC-103155,2022-01-01,2024-01-15,premium,49.99,Los Angeles,24.8,744,1,4,4,26,2,74.03,1924.79,2,0,0,0,8.0,1,0,0,,
SC-103156,2023-02-18,2024-01-15,premium,49.99,Denver,11.0,331,4,3,6,11,0,24.99,274.86,3,2,1,1,8.0,0,37,0,,
SC-103157,2023-02-27,2024-01-15,basic,29.99,San Diego,10.7,322,0,10,9,31,1,15.0,465.0,1,1,1,1,8.0,1,3,0,,
SC-103158,2023-12-17,2024-01-15,premium,49.99,New York,1.0,29,0,0,0,1,2,51.61,51.61,0,1,0,0,,1,29,1,2024-02-01,other
SC-103159,2023-09-24,2024-01-15,premium,49.99,San Antonio,3.8,113,2,5,7,3,0,31.97,95.91,0,0,0,0,,12,16,0,,
SC-103160,2023-10-13,2024-01-15,premium,49.99,San Diego,3.1,94,2,4,4,3,1,89.2,267.6,0,0,0,0,10.0,0,4,0,,
SC-103161,2023-08-10,2024-01-15,premium,49.99,San Antonio,5.3,158,1,4,10,5,2,80.75,403.75,1,0,0,0,8.0,0,68,0,,
SC-103162,2023-07-09,2024-01-15,basic,29.99,Denver,6.3,190,2,13,2,6,0,61.89,371.36,0,0,1,0,,0,21,0,,
SC-103163,2023-03-14,2024-01-15,basic,29.99,Denver,10.2,307,0,6,1,11,1,42.42,466.65,0,0,0,0,4.0,21,0,0,,
SC-103164,2023-12-25,2024-01-15,premium,49.99,Seattle,0.7,21,0,4,1,0,1,51.67,0.0,0,1,0,0,7.0,0,21,0,,
SC-103165,2023-07-06,2024-01-15,basic,29.99,New York,6.4,193,0,4,3,5,1,42.12,210.6,1,0,1,0,,3,27,0,,
SC-103166,2022-01-01,2024-01-15,premium,49.99,Denver,24.8,744,4,4,4,40,2,57.26,2290.49,3,1,1,0,10.0,2,47,0,,
SC-103167,2023-12-27,2024-01-15,family,79.99,San Antonio,0.6,19,1,5,11,0,1,51.45,0.0,0,3,0,0,3.0,11,1,0,,
SC-103168,2022-04-29,2024-01-15,basic,29.99,Portland,20.9,626,2,5,4,19,0,36.23,688.37,3,1,0,0,8.0,10,53,0,,
SC-103169,2022-09-21,2024-01-15,family,79.99,New York,16.0,481,0,5,7,13,1,57.69,749.91,1,0,1,0,8.0,2,0,0,,
SC-103170,2023-07-01,2024-01-15,premium,49.99,New York,6.6,198,0,5,11,15,2,73.76,1106.43,0,0,0,1,3.0,16,14,0,,
SC-103171,2023-12-09,2024-01-15,premium,49.99,Los Angeles,1.2,37,2,7,12,1,0,41.88,41.88,0,3,0,0,5.0,1,6,0,,
SC-103172,2023-03-28,2024-01-15,basic,29.99,Los Angeles,9.8,293,2,3,8,11,0,47.66,524.23,0,0,0,0,3.0,12,6,0,,
SC-103173,2023-10-29,2024-01-15,basic,29.99,San Antonio,2.6,78,0,6,2,9,0,51.94,467.47,0,0,0,0,9.0,6,17,0,,
SC-103174,2023-07-31,2024-01-15,basic,29.99,Boston,5.6,168,2,4,4,4,0,53.6,214.39,1,0,0,0,,23,3,0,,
SC-103175,2022-04-07,2024-01-15,premium,49.99,Seattle,21.6,648,3,7,6,25,2,35.93,898.37,1,0,0,0,8.0,10,8,0,,
SC-103176,2022-01-01,2024-01-15,basic,29.99,Boston,24.8,744,2,4,7,28,1,32.25,903.08,5,0,3,0,10.0,4,5,0,,
SC-103177,2022-01-01,2024-01-15,premium,49.99,Boston,24.8,744,1,6,2,101,0,38.54,3892.69,12,1,0,0,7.0,5,8,0,,
SC-103178,2023-12-25,2024-01-15,premium,49.99,Philadelphia,0.7,21,0,2,1,0,1,18.02,0.0,0,0,0,0,8.0,21,21,0,,
SC-103179,2023-10-14,2024-01-15,family,79.99,New York,3.1,93,0,3,2,3,0,28.15,84.45,3,1,1,0,1.0,7,93,1,2024-02-04,not_using
SC-103180,2023-06-05,2024-01-15,basic,29.99,San Diego,7.5,224,2,7,7,6,2,37.55,225.3,1,0,0,1,10.0,3,13,0,,
SC-103181,2023-12-05,2024-01-15,basic,29.99,Boston,1.4,41,3,7,4,1,1,32.38,32.38,1,0,0,0,10.0,1,18,0,,
SC-103182,2023-10-27,2024-01-15,premium,49.99,Phoenix,2.7,80,2,4,3,5,2,52.96,264.81,0,0,0,1,10.0,3,25,0,,
SC-103183,2022-10-12,2024-01-15,basic,29.99,Chicago,15.3,460,1,0,2,14,2,51.51,721.11,12,1,1,2,6.0,4,30,1,2024-01-28,quality_issues
SC-103184,2023-10-13,2024-01-15,basic,29.99,San Diego,3.1,94,2,1,2,2,1,47.41,94.81,1,0,0,0,10.0,11,48,0,,
SC-103185,2023-03-28,2024-01-15,basic,29.99,New York,9.8,293,1,2,5,9,0,31.6,284.39,3,1,0,0,8.0,1,30,0,,
SC-103186,2022-01-01,2024-01-15,premium,49.99,San Diego,24.8,744,0,8,6,23,2,17.9,411.72,6,0,1,1,9.0,3,21,0,,
SC-103187,2023-08-16,2024-01-15,basic,29.99,San Antonio,5.1,152,0,7,10,18,1,48.11,865.9,0,0,1,0,8.0,8,31,0,,
SC-103188,2023-10-26,2024-01-15,premium,49.99,Boston,2.7,81,0,8,7,5,1,40.06,200.29,0,1,0,0,9.0,15,15,0,,
SC-103189,2022-01-01,2024-01-15,premium,49.99,Austin,24.8,744,0,6,3,24,0,56.05,1345.14,3,0,3,1,5.0,2,53,0,,
SC-103190,2023-12-29,2024-01-15,basic,29.99,Chicago,0.6,17,3,6,7,1,2,34.56,34.56,0,0,0,1,,5,10,0,,
